;USD-EUR;USD-GBP;USD-CHF;EUR-USD;EUR-GBP;EUR-CHF;GBP-USD;GBP-EUR;GBP-CHF;CHF-USD;CHF-EUR;CHF-GBP;USD-PLN;EUR-PLN;GBP-PLN;CHF-PLN;timestamp
2010-02-16;0.7326544069;0.6377756612;1.0753901385;1.3649;0.8705;1.4678;1.5679494543;1.1487650775;1.6861573808;0.9298950811;0.6812917291;0.5930644502;2.9405084622;4.0135;4.6105686387;2.7343643548;2010-02-16
2010-02-17;0.7285443684;0.6331050561;1.0694302783;1.3726;0.869;1.4679;1.5795166858;1.1507479862;1.6891829689;0.9350773213;0.6812453164;0.59200218;2.8974209529;3.977;4.5765247411;2.7093126235;2010-02-17
2010-02-18;0.737082627;0.6415567185;1.0798997568;1.3567;0.8704;1.4651;1.5587086397;1.1488970588;1.6832490809;0.9260118763;0.6825472664;0.5940891407;2.948920174;4.0008;4.5965073529;2.7307351034;2010-02-18
2010-02-19;0.7396996819;0.6496782306;1.0842517938;1.3519;0.8783;1.4658;1.5392234999;1.1385631333;1.6689058408;0.9222949925;0.6822213126;0.5991949789;2.9619794363;4.0043;4.5591483548;2.731818802;2010-02-19
2010-02-20;0.7396996819;0.6496782306;1.0842517938;1.3519;0.8783;1.4658;1.5392234999;1.1385631333;1.6689058408;0.9222949925;0.6822213126;0.5991949789;2.9619794363;4.0043;4.5591483548;2.731818802;2010-02-20
2010-02-21;0.7396996819;0.6496782306;1.0842517938;1.3519;0.8783;1.4658;1.5392234999;1.1385631333;1.6689058408;0.9222949925;0.6822213126;0.5991949789;2.9619794363;4.0043;4.5591483548;2.731818802;2010-02-21
2010-02-22;0.7338910906;0.6456039924;1.0750770586;1.3626;0.8797;1.4649;1.5489371377;1.1367511652;1.6652267819;0.9301658816;0.6826404533;0.6005188067;2.9076765008;3.962;4.5038081164;2.7046214759;2010-02-22
2010-02-23;0.7365397363;0.6483022759;1.0802828313;1.3577;0.8802;1.4667;1.5424903431;1.1361054306;1.666325835;0.9256835072;0.6818026863;0.6001227245;2.9242837151;3.9703;4.510679391;2.7069612054;2010-02-23
2010-02-24;0.7381708127;0.6477448882;1.0807558869;1.3547;0.8775;1.4641;1.5438176638;1.1396011396;1.6684900285;0.925278328;0.6830134554;0.5993443071;2.9472207869;3.9926;4.54997151;2.7269995219;2010-02-24
2010-02-25;0.7413447995;0.6530506338;1.0848098451;1.3489;0.8809;1.4633;1.5312748326;1.1352026337;1.6611420138;0.9218205426;0.6833868653;0.6019954896;2.9598932463;3.9926;4.5324100352;2.7284903984;2010-02-25
2010-02-26;0.7369196758;0.6578481945;1.0787030214;1.357;0.8927;1.4638;1.5201075389;1.1201971547;1.639744595;0.927039213;0.6831534363;0.6098510726;2.9254237288;3.9698;4.4469586647;2.7119825113;2010-02-26
2010-02-27;0.7369196758;0.6578481945;1.0787030214;1.357;0.8927;1.4638;1.5201075389;1.1201971547;1.639744595;0.927039213;0.6831534363;0.6098510726;2.9254237288;3.9698;4.4469586647;2.7119825113;2010-02-27
2010-02-28;0.7369196758;0.6578481945;1.0787030214;1.357;0.8927;1.4638;1.5201075389;1.1201971547;1.639744595;0.927039213;0.6831534363;0.6098510726;2.9254237288;3.9698;4.4469586647;2.7119825113;2010-02-28
2010-03-01;0.7393715342;0.6703881701;1.0827356747;1.3525;0.9067;1.4644;1.4916731003;1.1029006287;1.6150876806;0.9235864518;0.6828735318;0.6191614313;2.9131238447;3.94;4.3454284769;2.6905217154;2010-03-01
2010-03-02;0.7381163271;0.6689917331;1.0797165633;1.3548;0.90635;1.4628;1.4947867821;1.1033265295;1.6139460473;0.926168991;0.6836204539;0.6195993984;2.8895039858;3.9147;4.319192365;2.676168991;2010-03-02
2010-03-03;0.7330840847;0.6639542556;1.0724287076;1.3641;0.9057;1.4629;1.5061278569;1.1041183615;1.615214751;0.9324629161;0.6835737234;0.6191127213;2.8590279305;3.9;4.3060616098;2.6659375214;2010-03-03
2010-03-04;0.731635938;0.6621305239;1.0705297044;1.3668;0.905;1.4632;1.5102762431;1.1049723757;1.6167955801;0.9341170038;0.6834335703;0.6185073811;2.854111794;3.901;4.3104972376;2.6660743576;2010-03-04
2010-03-05;0.7362685908;0.6644824032;1.077308202;1.3582;0.9025;1.4632;1.5049307479;1.108033241;1.6212742382;0.9282394751;0.6834335703;0.6167987972;2.8534089236;3.8755;4.2941828255;2.6486468015;2010-03-05
2010-03-06;0.7362685908;0.6644824032;1.077308202;1.3582;0.9025;1.4632;1.5049307479;1.108033241;1.6212742382;0.9282394751;0.6834335703;0.6167987972;2.8534089236;3.8755;4.2941828255;2.6486468015;2010-03-06
2010-03-07;0.7362685908;0.6644824032;1.077308202;1.3582;0.9025;1.4632;1.5049307479;1.108033241;1.6212742382;0.9282394751;0.6834335703;0.6167987972;2.8534089236;3.8755;4.2941828255;2.6486468015;2010-03-07
2010-03-08;0.7319572537;0.6605182257;1.0707070707;1.3662;0.9024;1.4628;1.513962766;1.1081560284;1.6210106383;0.9339622642;0.6836204539;0.6168990976;2.831283853;3.8681;4.2864583333;2.6443122778;2010-03-08
2010-03-09;0.7376263185;0.6685844951;1.0788522534;1.3557;0.9064;1.4626;1.4956972639;1.1032656664;1.6136363636;0.9269109804;0.6837139341;0.6197183099;2.8733495611;3.8954;4.2976610768;2.6633392589;2010-03-09
2010-03-10;0.7347538575;0.6696546657;1.0740631888;1.361;0.9114;1.4618;1.4933070002;1.0972130788;1.6039060786;0.9310439185;0.6840881105;0.623477904;2.8361498898;3.86;4.2352424841;2.6405801067;2010-03-10
2010-03-11;0.7322252325;0.6652998462;1.0706597349;1.3657;0.9086;1.4622;1.5030816641;1.1005943209;1.6092890161;0.9340035563;0.6839009711;0.6213924224;2.856557077;3.9012;4.2936385648;2.6680344686;2010-03-11
2010-03-12;0.7264802034;0.6598619688;1.0604431529;1.3765;0.9083;1.4597;1.5154684576;1.1009578333;1.6070681493;0.9430019867;0.6850722751;0.6222511475;2.8361787141;3.904;4.2981393813;2.6745221621;2010-03-12
2010-03-13;0.7264802034;0.6598619688;1.0604431529;1.3765;0.9083;1.4597;1.5154684576;1.1009578333;1.6070681493;0.9430019867;0.6850722751;0.6222511475;2.8361787141;3.904;4.2981393813;2.6745221621;2010-03-13
2010-03-14;0.7264802034;0.6598619688;1.0604431529;1.3765;0.9083;1.4597;1.5154684576;1.1009578333;1.6070681493;0.9430019867;0.6850722751;0.6222511475;2.8361787141;3.904;4.2981393813;2.6745221621;2010-03-14
2010-03-15;0.7296607078;0.6643560744;1.0599781102;1.3705;0.9105;1.4527;1.5052169138;1.0982976387;1.5954969797;0.9434157087;0.6883733737;0.6267639568;2.8420284568;3.895;4.2778693026;2.6812142906;2010-03-15
2010-03-16;0.7287036362;0.6608613277;1.0577861984;1.3723;0.9069;1.4516;1.513176756;1.1026574043;1.6006174881;0.9453706255;0.6888950124;0.6247588867;2.8321066822;3.8865;4.285478002;2.6773904657;2010-03-16
2010-03-17;0.7269555103;0.6514975284;1.054885141;1.3756;0.8962;1.4511;1.5349252399;1.1158223611;1.6191698282;0.9479705051;0.6891323823;0.617600441;2.812009305;3.8682;4.3162240571;2.6657018813;2010-03-17
2010-03-18;0.7320644217;0.654465593;1.0595900439;1.366;0.894;1.4474;1.5279642058;1.1185682327;1.61901566;0.943761227;0.6908940169;0.6176592511;2.8352855051;3.873;4.3322147651;2.6758325273;2010-03-18
2010-03-19;0.7381163271;0.6602450546;1.0609684086;1.3548;0.8945;1.4374;1.514589156;1.1179429849;1.6069312465;0.9425351329;0.6957005705;0.6223041603;2.8635222911;3.8795;4.3370598099;2.6989703632;2010-03-19
2010-03-20;0.7381163271;0.6602450546;1.0609684086;1.3548;0.8945;1.4374;1.514589156;1.1179429849;1.6069312465;0.9425351329;0.6957005705;0.6223041603;2.8635222911;3.8795;4.3370598099;2.6989703632;2010-03-20
2010-03-21;0.7381163271;0.6602450546;1.0609684086;1.3548;0.8945;1.4374;1.514589156;1.1179429849;1.6069312465;0.9425351329;0.6957005705;0.6223041603;2.8635222911;3.8795;4.3370598099;2.6989703632;2010-03-21
2010-03-22;0.7423353871;0.667359513;1.0651028135;1.3471;0.899;1.4348;1.4984427141;1.1123470523;1.5959955506;0.9388764985;0.696961249;0.6265681628;2.9136663945;3.925;4.3659621802;2.7355729021;2010-03-22
2010-03-23;0.7396996819;0.6660995636;1.0593239145;1.3519;0.9005;1.4321;1.5012770683;1.1104941699;1.5903387007;0.9439983241;0.6982752601;0.6287968717;2.8812782011;3.8952;4.3255968906;2.7199217932;2010-03-23
2010-03-24;0.7497375918;0.6707152497;1.0707752287;1.3338;0.8946;1.4282;1.490945674;1.1178180192;1.5964676951;0.9339028147;0.7001820473;0.6263828595;2.9154295996;3.8886;4.3467471496;2.7227279093;2010-03-24
2010-03-25;0.7487271638;0.6696615753;1.0691823899;1.3356;0.8944;1.428;1.4932915921;1.1180679785;1.5966010733;0.9352941176;0.700280112;0.6263305322;2.9110512129;3.888;4.3470483005;2.7226890756;2010-03-25
2010-03-26;0.7488953793;0.6743053995;1.0698719389;1.3353;0.9004;1.4286;1.4830075522;1.1106175033;1.5866281653;0.9346913062;0.6999860003;0.6302673947;2.9126787988;3.8893;4.3195246557;2.7224555509;2010-03-26
2010-03-27;0.7488953793;0.6743053995;1.0698719389;1.3353;0.9004;1.4286;1.4830075522;1.1106175033;1.5866281653;0.9346913062;0.6999860003;0.6302673947;2.9126787988;3.8893;4.3195246557;2.7224555509;2010-03-27
2010-03-28;0.7488953793;0.6743053995;1.0698719389;1.3353;0.9004;1.4286;1.4830075522;1.1106175033;1.5866281653;0.9346913062;0.6999860003;0.6302673947;2.9126787988;3.8893;4.3195246557;2.7224555509;2010-03-28
2010-03-29;0.7423353871;0.6676564472;1.0636923762;1.3471;0.8994;1.4329;1.4977762953;1.111852346;1.5931732266;0.9401214321;0.6978854072;0.6276781353;2.8888723925;3.8916;4.3268845897;2.7158908507;2010-03-29
2010-03-30;0.7417297137;0.6625871532;1.0618602581;1.3482;0.8933;1.4316;1.5092354192;1.1194447554;1.6025971118;0.9417435038;0.6985191394;0.6239871472;2.8748701973;3.8759;4.3388559275;2.7073903325;2010-03-30
2010-03-31;0.7418947993;0.6601379924;1.0591290155;1.3479;0.8898;1.4276;1.5148347943;1.1238480557;1.6044054844;0.944172037;0.7004763239;0.623283833;2.8691297574;3.8673;4.346257586;2.7089520874;2010-03-31
2010-04-01;0.7425007425;0.657001782;1.0527918028;1.3468;0.88485;1.4179;1.5220658869;1.1301350511;1.602418489;0.94985542;0.7052683546;0.6240567036;2.8555093555;3.8458;4.3462733797;2.7123210382;2010-04-01
2010-04-02;0.7425007425;0.657001782;1.0527918028;1.3468;0.88485;1.4179;1.5220658869;1.1301350511;1.602418489;0.94985542;0.7052683546;0.6240567036;2.8555093555;3.8458;4.3462733797;2.7123210382;2010-04-02
2010-04-03;0.7425007425;0.657001782;1.0527918028;1.3468;0.88485;1.4179;1.5220658869;1.1301350511;1.602418489;0.94985542;0.7052683546;0.6240567036;2.8555093555;3.8458;4.3462733797;2.7123210382;2010-04-03
2010-04-04;0.7425007425;0.657001782;1.0527918028;1.3468;0.88485;1.4179;1.5220658869;1.1301350511;1.602418489;0.94985542;0.7052683546;0.6240567036;2.8555093555;3.8458;4.3462733797;2.7123210382;2010-04-04
2010-04-05;0.7425007425;0.657001782;1.0527918028;1.3468;0.88485;1.4179;1.5220658869;1.1301350511;1.602418489;0.94985542;0.7052683546;0.6240567036;2.8555093555;3.8458;4.3462733797;2.7123210382;2010-04-05
2010-04-06;0.74649149;0.6587040908;1.0693490594;1.3396;0.8824;1.4325;1.5181323663;1.1332728921;1.623413418;0.9351483421;0.6980802792;0.6159860384;2.862720215;3.8349;4.345988214;2.6770680628;2010-04-06
2010-04-07;0.7496251874;0.658808096;1.0735382309;1.334;0.87885;1.4321;1.5178927007;1.1378506002;1.6295158446;0.931499197;0.6982752601;0.6136792123;2.8774362819;3.8385;4.3676395289;2.6803295859;2010-04-07
2010-04-08;0.7521058965;0.6580926594;1.0773164862;1.3296;0.875;1.4324;1.5195428571;1.1428571429;1.6370285714;0.9282323373;0.6981290142;0.6108628875;2.8954572804;3.8498;4.3997714286;2.687657079;2010-04-08
2010-04-09;0.747160789;0.651524208;1.0732217573;1.3384;0.872;1.4364;1.5348623853;1.1467889908;1.6472477064;0.9317738791;0.6961849067;0.6070732387;2.896742379;3.877;4.4461009174;2.6991088833;2010-04-09
2010-04-10;0.747160789;0.651524208;1.0732217573;1.3384;0.872;1.4364;1.5348623853;1.1467889908;1.6472477064;0.9317738791;0.6961849067;0.6070732387;2.896742379;3.877;4.4461009174;2.6991088833;2010-04-10
2010-04-11;0.747160789;0.651524208;1.0732217573;1.3384;0.872;1.4364;1.5348623853;1.1467889908;1.6472477064;0.9317738791;0.6961849067;0.6070732387;2.896742379;3.877;4.4461009174;2.6991088833;2010-04-11
2010-04-12;0.7361059993;0.6496135444;1.0594773647;1.3585;0.8825;1.4393;1.5393767705;1.1331444759;1.6309348442;0.9438615994;0.6947821858;0.613145279;2.8461538462;3.8665;4.3813031161;2.6863753213;2010-04-12
2010-04-13;0.7362143856;0.6487521166;1.0579400721;1.3583;0.8812;1.437;1.5414207898;1.1348161598;1.6307308216;0.9452331246;0.6958942241;0.6132219903;2.8585732165;3.8828;4.4062641852;2.7020180932;2010-04-13
2010-04-14;0.734484025;0.6473742196;1.0553066471;1.3615;0.8814;1.4368;1.5447016111;1.1345586567;1.6301338779;0.9475918708;0.6959910913;0.6134465479;2.8313624679;3.8549;4.3736101656;2.6829760579;2010-04-14
2010-04-15;0.7383343178;0.6477776137;1.058992912;1.3544;0.87735;1.4343;1.5437396706;1.1397959765;1.6348093691;0.9442933835;0.6972042111;0.6116921146;2.8487152983;3.8583;4.3976748162;2.6900230077;2010-04-15
2010-04-16;0.7388252678;0.6480236424;1.059327669;1.3535;0.8771;1.4338;1.5431535743;1.1401208528;1.6347052788;0.9439949784;0.6974473427;0.6117310643;2.8624307351;3.8743;4.41717022;2.7021202399;2010-04-16
2010-04-17;0.7388252678;0.6480236424;1.059327669;1.3535;0.8771;1.4338;1.5431535743;1.1401208528;1.6347052788;0.9439949784;0.6974473427;0.6117310643;2.8624307351;3.8743;4.41717022;2.7021202399;2010-04-17
2010-04-18;0.7388252678;0.6480236424;1.059327669;1.3535;0.8771;1.4338;1.5431535743;1.1401208528;1.6347052788;0.9439949784;0.6974473427;0.6117310643;2.8624307351;3.8743;4.41717022;2.7021202399;2010-04-18
2010-04-19;0.7444907683;0.6555241215;1.0679720071;1.3432;0.8805;1.4345;1.5254968768;1.1357183419;1.6291879614;0.9363541304;0.6971070059;0.6138027187;2.9058219178;3.9031;4.4328222601;2.7208783548;2010-04-19
2010-04-20;0.7415097138;0.6499332641;1.0628800237;1.3486;0.8765;1.4334;1.5386195094;1.140901312;1.6353679407;0.9408399609;0.6976419701;0.6114831868;2.8815808987;3.8861;4.4336565887;2.7111064602;2010-04-20
2010-04-21;0.7477753683;0.649816795;1.0714873252;1.3373;0.869;1.4329;1.5388952819;1.1507479862;1.6489067894;0.9332821551;0.6978854072;0.6064624189;2.8948627832;3.8713;4.4548906789;2.701723777;2010-04-21
2010-04-22;0.7496813854;0.6497863408;1.0739185846;1.3339;0.86675;1.4325;1.538967407;1.1537352178;1.6527256995;0.9311692845;0.6980802792;0.605061082;2.9083889347;3.8795;4.4759157773;2.7082024433;2010-04-22
2010-04-23;0.7512583577;0.6515663737;1.0784313725;1.3311;0.8673;1.4355;1.5347630578;1.1530035743;1.6551366309;0.9272727273;0.6966213863;0.6041797283;2.9166103223;3.8823;4.4763057765;2.7044932079;2010-04-23
2010-04-24;0.7512583577;0.6515663737;1.0784313725;1.3311;0.8673;1.4355;1.5347630578;1.1530035743;1.6551366309;0.9272727273;0.6966213863;0.6041797283;2.9166103223;3.8823;4.4763057765;2.7044932079;2010-04-24
2010-04-25;0.7512583577;0.6515663737;1.0784313725;1.3311;0.8673;1.4355;1.5347630578;1.1530035743;1.6551366309;0.9272727273;0.6966213863;0.6041797283;2.9166103223;3.8823;4.4763057765;2.7044932079;2010-04-25
2010-04-26;0.7506943923;0.6473988439;1.076570828;1.3321;0.8624;1.4341;1.5446428571;1.159554731;1.6629174397;0.9288752528;0.6973014434;0.6013527648;2.9117934089;3.8788;4.4976808905;2.7046928387;2010-04-26
2010-04-27;0.7524454477;0.6524078254;1.0799849511;1.329;0.86705;1.4353;1.5327835765;1.1533360245;1.6553831959;0.9259388281;0.6967184561;0.6040897373;2.9470278405;3.9166;4.5171558734;2.7287675051;2010-04-27
2010-04-28;0.7550018875;0.6574556436;1.0827482069;1.3245;0.8708;1.4341;1.5210151585;1.1483693156;1.6468764355;0.9235757618;0.6973014434;0.6072100969;2.9682899207;3.9315;4.5148139642;2.7414406248;2010-04-28
2010-04-29;0.7543753772;0.6546846711;1.0823777912;1.3256;0.86785;1.4348;1.5274529008;1.1522728582;1.653281097;0.9238918316;0.696961249;0.6048578199;2.9536059143;3.9153;4.5114939218;2.728812378;2010-04-29
2010-04-30;0.7510326699;0.6536237326;1.0770559519;1.3315;0.8703;1.4341;1.5299322073;1.1490290704;1.6478225899;0.9284568719;0.6973014434;0.6068614462;2.9412692452;3.9163;4.4999425485;2.7308416428;2010-04-30
2010-05-01;0.7510326699;0.6536237326;1.0770559519;1.3315;0.8703;1.4341;1.5299322073;1.1490290704;1.6478225899;0.9284568719;0.6973014434;0.6068614462;2.9412692452;3.9163;4.4999425485;2.7308416428;2010-05-01
2010-05-02;0.7510326699;0.6536237326;1.0770559519;1.3315;0.8703;1.4341;1.5299322073;1.1490290704;1.6478225899;0.9284568719;0.6973014434;0.6068614462;2.9412692452;3.9163;4.4999425485;2.7308416428;2010-05-02
2010-05-03;0.755401118;0.6556881704;1.0823387219;1.3238;0.868;1.4328;1.5251152074;1.1520737327;1.6506912442;0.9239251815;0.697934115;0.6058068118;2.9581507781;3.916;4.5115207373;2.7331099944;2010-05-03
2010-05-04;0.7640003056;0.6595232638;1.0944304378;1.3089;0.86325;1.4325;1.516246742;1.1584129742;1.6594265856;0.9137172775;0.6980802792;0.602617801;3.0242952097;3.9585;4.5855777585;2.7633507853;2010-05-04
2010-05-05;0.7737542556;0.661637264;1.1084029712;1.2924;0.8551;1.4325;1.5114021752;1.169453865;1.6752426617;0.9021989529;0.6980802792;0.5969284468;3.1197771588;4.032;4.7152379839;2.8146596859;2010-05-05
2010-05-06;0.7857311228;0.66233205;1.1103952228;1.2727;0.84295;1.4132;1.5098167151;1.1863099828;1.6764932677;0.9005802434;0.7076139258;0.5964831588;3.2154474739;4.0923;4.8547363426;2.8957684687;2010-05-06
2010-05-07;0.7845598619;0.6810371881;1.1096814687;1.2746;0.86805;1.4144;1.4683485974;1.1520073728;1.6293992282;0.9011595023;0.7070135747;0.6137231335;3.2545896752;4.1483;4.7788721848;2.9329044118;2010-05-07
2010-05-08;0.7845598619;0.6810371881;1.1096814687;1.2746;0.86805;1.4144;1.4683485974;1.1520073728;1.6293992282;0.9011595023;0.7070135747;0.6137231335;3.2545896752;4.1483;4.7788721848;2.9329044118;2010-05-08
2010-05-09;0.7845598619;0.6810371881;1.1096814687;1.2746;0.86805;1.4144;1.4683485974;1.1520073728;1.6293992282;0.9011595023;0.7070135747;0.6137231335;3.2545896752;4.1483;4.7788721848;2.9329044118;2010-05-09
2010-05-10;0.7710694734;0.6662425785;1.0986197856;1.2969;0.86405;1.4248;1.5009548059;1.1573404317;1.6489786471;0.9102330152;0.7018528916;0.606435991;3.1058678387;4.028;4.6617672588;2.8270634475;2010-05-10
2010-05-11;0.7875255946;0.6769570011;1.1100173256;1.2698;0.8596;1.4095;1.4771986971;1.1633317822;1.639716147;0.9008868393;0.7094714438;0.6098616531;3.1893999055;4.0499;4.7113773848;2.8732884001;2010-05-11
2010-05-12;0.7882705344;0.669556992;1.1084660255;1.2686;0.8494;1.4062;1.4935248411;1.1773016247;1.6555215446;0.9021476319;0.711136396;0.6040392547;3.1299858111;3.9707;4.6747115611;2.8237092874;2010-05-12
2010-05-13;0.7944704854;0.6776833241;1.1131325971;1.2587;0.853;1.4011;1.4756154748;1.1723329426;1.6425556858;0.8983655699;0.7137249304;0.6088073656;3.1411774053;3.9538;4.6351699883;2.8219256299;2010-05-13
2010-05-14;0.8005123279;0.6861191162;1.1223182837;1.2492;0.8571;1.402;1.4574728736;1.1667250029;1.6357484541;0.8910128388;0.7132667618;0.6113409415;3.1906820365;3.9858;4.6503325166;2.8429386591;2010-05-14
2010-05-15;0.8005123279;0.6861191162;1.1223182837;1.2492;0.8571;1.402;1.4574728736;1.1667250029;1.6357484541;0.8910128388;0.7132667618;0.6113409415;3.1906820365;3.9858;4.6503325166;2.8429386591;2010-05-15
2010-05-16;0.8005123279;0.6861191162;1.1223182837;1.2492;0.8571;1.402;1.4574728736;1.1667250029;1.6357484541;0.8910128388;0.7132667618;0.6113409415;3.1906820365;3.9858;4.6503325166;2.8429386591;2010-05-16
2010-05-17;0.8097821686;0.692687667;1.1348287311;1.2349;0.8554;1.4014;1.4436520926;1.1690437222;1.6382978723;0.8811902383;0.7135721421;0.6103896104;3.2549194267;4.0195;4.6989712415;2.8682032253;2010-05-17
2010-05-18;0.8046346958;0.691140972;1.1287415513;1.2428;0.85895;1.4028;1.4468828221;1.1642121194;1.6331567612;0.8859424009;0.7128599943;0.6123110921;3.2177341487;3.999;4.6556842657;2.8507271172;2010-05-18
2010-05-19;0.814995925;0.6993072535;1.1444987775;1.227;0.85805;1.4043;1.4299865975;1.1654332498;1.6366179127;0.8737449263;0.7120985544;0.6110161646;3.3276283619;4.083;4.758463959;2.9074983978;2010-05-19
2010-05-20;0.8107669856;0.7008269823;1.1495865088;1.2334;0.8644;1.4179;1.4268857011;1.1568718186;1.6403285516;0.8698779886;0.7052683546;0.6096339657;3.3954921356;4.188;4.8449791763;2.9536638691;2010-05-20
2010-05-21;0.8001920461;0.6964471473;1.1529167;1.2497;0.87035;1.4408;1.4358591371;1.1489630608;1.6554259781;0.8673653526;0.6940588562;0.6040741255;3.3231975674;4.153;4.7716435917;2.8824264298;2010-05-21
2010-05-22;0.8001920461;0.6964471473;1.1529167;1.2497;0.87035;1.4408;1.4358591371;1.1489630608;1.6554259781;0.8673653526;0.6940588562;0.6040741255;3.3231975674;4.153;4.7716435917;2.8824264298;2010-05-22
2010-05-23;0.8001920461;0.6964471473;1.1529167;1.2497;0.87035;1.4408;1.4358591371;1.1489630608;1.6554259781;0.8673653526;0.6940588562;0.6040741255;3.3231975674;4.153;4.7716435917;2.8824264298;2010-05-23
2010-05-24;0.8090614887;0.6964401294;1.1601132686;1.236;0.8608;1.4339;1.4358736059;1.1617100372;1.6657760223;0.8619847967;0.6973987028;0.6003208034;3.3292880259;4.115;4.780436803;2.8697956622;2010-05-24
2010-05-25;0.8181297554;0.6970874581;1.1653440236;1.2223;0.85205;1.4244;1.4345402265;1.1736400446;1.6717328795;0.8581156978;0.702049986;0.5981816905;3.4068559274;4.1642;4.8872718737;2.9234765515;2010-05-25
2010-05-26;0.812413681;0.6943699732;1.1541148753;1.2309;0.8547;1.4206;1.4401544402;1.17000117;1.6621036621;0.866464874;0.7039279178;0.6016471913;3.3382078154;4.109;4.8075348075;2.8924398142;2010-05-26
2010-05-27;0.8159934721;0.6905344757;1.1557731538;1.2255;0.84625;1.4164;1.4481536189;1.1816838996;1.6737370753;0.8652216888;0.7060152499;0.5974654053;3.3331701346;4.0848;4.8269423929;2.8839310929;2010-05-27
2010-05-28;0.8074935401;0.6863291344;1.1513242894;1.2384;0.84995;1.4258;1.4570268839;1.1765397965;1.6775104418;0.8685650161;0.7013606396;0.5961214757;3.2796350129;4.0615;4.7785163833;2.8485762379;2010-05-28
2010-05-29;0.8074935401;0.6863291344;1.1513242894;1.2384;0.84995;1.4258;1.4570268839;1.1765397965;1.6775104418;0.8685650161;0.7013606396;0.5961214757;3.2796350129;4.0615;4.7785163833;2.8485762379;2010-05-29
2010-05-30;0.8074935401;0.6863291344;1.1513242894;1.2384;0.84995;1.4258;1.4570268839;1.1765397965;1.6775104418;0.8685650161;0.7013606396;0.5961214757;3.2796350129;4.0615;4.7785163833;2.8485762379;2010-05-30
2010-05-31;0.8125457057;0.6895506622;1.1562525392;1.2307;0.84863;1.423;1.450219766;1.1783698432;1.6768202868;0.8648629656;0.7027406887;0.5963668306;3.3144551881;4.0791;4.8066884272;2.8665495432;2010-05-31
2010-06-01;0.8227067051;0.6867132867;1.1668449198;1.2155;0.8347;1.4183;1.4562118126;1.1980352222;1.6991733557;0.8570119157;0.7050694493;0.5885214694;3.3846153846;4.114;4.9287169043;2.9006557146;2010-06-01
2010-06-02;0.8184645605;0.6821492879;1.1579636602;1.2218;0.83345;1.4148;1.4659547663;1.1998320235;1.6975223469;0.863584959;0.7068136839;0.5890938649;3.3563594696;4.1008;4.920271162;2.898501555;2010-06-02
2010-06-03;0.8151287903;0.6812031301;1.1533257255;1.2268;0.8357;1.4149;1.4679909058;1.1966016513;1.6930716764;0.8670577426;0.7067637289;0.5906424482;3.3179817411;4.0705;4.8707670217;2.8768817584;2010-06-03
2010-06-04;0.8291873964;0.6861111111;1.1567993367;1.206;0.82745;1.3951;1.4574898785;1.2085322376;1.6860233247;0.864454161;0.716794495;0.5931116049;3.4784411277;4.195;5.0697927367;3.0069529066;2010-06-04
2010-06-05;0.8291873964;0.6861111111;1.1567993367;1.206;0.82745;1.3951;1.4574898785;1.2085322376;1.6860233247;0.864454161;0.716794495;0.5931116049;3.4784411277;4.195;5.0697927367;3.0069529066;2010-06-05
2010-06-06;0.8291873964;0.6861111111;1.1567993367;1.206;0.82745;1.3951;1.4574898785;1.2085322376;1.6860233247;0.864454161;0.716794495;0.5931116049;3.4784411277;4.195;5.0697927367;3.0069529066;2010-06-06
2010-06-07;0.8361903169;0.6895225353;1.1632243499;1.1959;0.8246;1.3911;1.4502789231;1.2127091923;1.6869997575;0.8596793904;0.7188555819;0.5927683128;3.4704406723;4.1503;5.033106961;2.9834663216;2010-06-07
2010-06-08;0.8373806733;0.6933930665;1.1549991626;1.1942;0.82805;1.3793;1.442183443;1.2076565425;1.665720669;0.8658014935;0.7250054375;0.6003407526;3.4608943226;4.133;4.9912444901;2.9964474734;2010-06-08
2010-06-09;0.8326394671;0.6876769359;1.1458784346;1.201;0.8259;1.3762;1.4541712072;1.210800339;1.6663034266;0.8726929225;0.72663857;0.6001307949;3.4241465445;4.1124;4.9792953142;2.9882284552;2010-06-09
2010-06-10;0.8302200083;0.6850975509;1.1447073474;1.2045;0.8252;1.3788;1.4596461464;1.2118274358;1.6708676684;0.8735857267;0.7252683493;0.5984914418;3.4220008302;4.1218;4.9949103248;2.9894110821;2010-06-10
2010-06-11;0.8246062505;0.6838459636;1.1456254638;1.2127;0.8293;1.3893;1.4623176173;1.2058362474;1.6752682986;0.8728856259;0.7197869431;0.5969193119;3.3718149584;4.089;4.9306644158;2.9432088102;2010-06-11
2010-06-12;0.8246062505;0.6838459636;1.1456254638;1.2127;0.8293;1.3893;1.4623176173;1.2058362474;1.6752682986;0.8728856259;0.7197869431;0.5969193119;3.3718149584;4.089;4.9306644158;2.9432088102;2010-06-12
2010-06-13;0.8246062505;0.6838459636;1.1456254638;1.2127;0.8293;1.3893;1.4623176173;1.2058362474;1.6752682986;0.8728856259;0.7197869431;0.5969193119;3.3718149584;4.089;4.9306644158;2.9432088102;2010-06-13
2010-06-14;0.816393175;0.6782594498;1.1356029064;1.2249;0.8308;1.391;1.4743620607;1.2036591237;1.6742898411;0.880589504;0.718907261;0.5972681524;3.3284349743;4.077;4.9073182475;2.9309849029;2010-06-14
