timestamp;USD-EUR;USD-GBP;USD-CHF;EUR-USD;EUR-GBP;EUR-CHF;GBP-USD;GBP-EUR;GBP-CHF;CHF-USD;CHF-EUR;CHF-GBP;USD-PLN;EUR-PLN;GBP-PLN;CHF-PLN
26.02.2019;0.880204207;0.757459731;1.000880204;1.1361;0.86055;1.1371;1.3202021959999999;1.162047528;1.321364244;0.99912057;0.8794301290000001;0.756793598;3.80969985;4.3282;5.02957411;3.8063494860000002
27.02.2019;0.878271562;0.750948533;0.997189531;1.1386;0.85503;1.1354;1.331649182;1.169549606;1.327906623;1.00281839;0.880746873;0.753064999;3.78939048;4.3146;5.046138732;3.80007046
28.02.2019;0.87596356;0.7518833220000001;0.992904695;1.1416;0.85835;1.1335;1.3299935920000001;1.165025922;1.320556882;1.0071460079999999;0.882223203;0.757256286;3.7744393830000003;4.3089;5.019980195;3.8014115569999998
01.03.2019;0.8785030309999999;0.7552314859999999;0.998242994;1.1383;0.8596799999999999;1.1363;1.3240973390000002;1.163223525;1.321770892;1.001760099;0.880049283;0.7565607670000001;3.785996662;4.3096;5.013028104;3.792660389
02.03.2019;0.8785030309999999;0.7552314859999999;0.998242994;1.1383;0.8596799999999999;1.1363;1.3240973390000002;1.163223525;1.321770892;1.001760099;0.880049283;0.7565607670000001;3.785996662;4.3096;5.013028104;3.792660389
03.03.2019;0.8785030309999999;0.7552314859999999;0.998242994;1.1383;0.8596799999999999;1.1363;1.3240973390000002;1.163223525;1.321770892;1.001760099;0.880049283;0.7565607670000001;3.785996662;4.3096;5.013028104;3.792660389
04.03.2019;0.8820675659999999;0.756593455;1.0013231009999999;1.1337;0.85775;1.1352;1.321713786;1.165840863;1.323462547;0.998678647;0.880902044;0.755593728;3.7919202610000013;4.2989;5.011833285;3.786909796
05.03.2019;0.8826904409999999;0.7622738109999999;1.001059229;1.1329;0.8635799999999999;1.1341;1.311864564;1.15797031;1.313254128;0.998941892;0.8817564590000001;0.761467243;3.7969811989999998;4.3016;4.981125083999999;3.7929635839999998
06.03.2019;0.884564352;0.7604599740000001;1.004865104;1.1305;0.8597;1.136;1.314993602;1.163196464;1.321391183;0.9951584509999999;0.88028169;0.7567781690000001;3.803272888;4.2996;5.001279516;3.784859155
07.03.2019;0.887232721;0.7619554609999999;1.007452755;1.1271;0.8588;1.1355;1.312412669;1.1644154629999999;1.3221937590000001;0.992602378;0.8806693090000001;0.756318802;3.814302192;4.2991;5.005938519;3.786085425
08.03.2019;0.891106755;0.765505258;1.009089289;1.1222;0.85905;1.1324;1.306326756;1.164076596;1.318200338;0.9909925820000001;0.8830801840000001;0.758610032;3.831937266;4.3002;5.0057621789999995;3.797421406
09.03.2019;0.891106755;0.765505258;1.009089289;1.1222;0.85905;1.1324;1.306326756;1.164076596;1.318200338;0.9909925820000001;0.8830801840000001;0.758610032;3.831937266;4.3002;5.0057621789999995;3.797421406
10.03.2019;0.891106755;0.765505258;1.009089289;1.1222;0.85905;1.1324;1.306326756;1.164076596;1.318200338;0.9909925820000001;0.8830801840000001;0.758610032;3.831937266;4.3002;5.0057621789999995;3.797421406
11.03.2019;0.8893632159999999;0.766986837;1.009338314;1.1244;0.8624;1.1349;1.30380334;1.1595547309999998;1.315978664;0.990748084;0.881134902;0.759890739;3.823728211;4.2994;4.98538961;3.788351397
