;USD-EUR;USD-GBP;USD-CHF;EUR-USD;EUR-GBP;EUR-CHF;GBP-USD;GBP-EUR;GBP-CHF;CHF-USD;CHF-EUR;CHF-GBP;USD-PLN;EUR-PLN;GBP-PLN;CHF-PLN
1999-01-04 01:00:00;0.8482483671;0.6031894139;1.37144796;1.1789;0.7111;1.6168;1.657854029;1.406271973;2.2736605259;0.7291563582;0.6185056903;0.4398193963;3.4533887522;4.0712;5.7252144565;2.5180603662
1999-01-05 01:00:00;0.8481764207;0.6040712468;1.3675148431;1.179;0.7122;1.6123;1.6554338669;1.4040999719;2.2638303847;0.7312534888;0.6202319668;0.4417292067;3.4134860051;4.0245;5.650800337;2.4961235502
1999-01-06 01:00:00;0.8515711488;0.6025717449;1.3723920634;1.1743;0.7076;1.6116;1.65955342;1.4132278123;2.2775579423;0.728654753;0.6205013651;0.4390667659;3.4118198075;4.0065;5.6620972301;2.4860387193
1999-01-07 01:00:00;0.8596973865;0.6068174003;1.3897008253;1.1632;0.70585;1.6165;1.6479421974;1.4167316002;2.2901466317;0.7195793381;0.6186204763;0.4366532632;3.452974553;4.0165;5.6903024722;2.4846891432
1999-01-08 01:00:00;0.8577064928;0.608456986;1.3841667381;1.1659;0.7094;1.6138;1.6435015506;1.4096419509;2.2748801804;0.7224563143;0.6196554716;0.4395835915;3.461960717;4.0363;5.6897378066;2.5011153798
1999-01-09 01:00:00;0.8577064928;0.608456986;1.3841667381;1.1659;0.7094;1.6138;1.6435015506;1.4096419509;2.2748801804;0.7224563143;0.6196554716;0.4395835915;3.461960717;4.0363;5.6897378066;2.5011153798
1999-01-10 01:00:00;0.8577064928;0.608456986;1.3841667381;1.1659;0.7094;1.6138;1.6435015506;1.4096419509;2.2748801804;0.7224563143;0.6196554716;0.4395835915;3.461960717;4.0363;5.6897378066;2.5011153798
1999-01-11 01:00:00;0.8643789437;0.608868528;1.391995851;1.1569;0.7044;1.6104;1.6423906871;1.4196479273;2.2862010221;0.7183929459;0.6209637357;0.4374068554;3.4851759011;4.032;5.7240204429;2.5037257824
1999-01-12 01:00:00;0.8680555556;0.6133680556;1.3951388889;1.152;0.7066;1.6072;1.6303424851;1.4152278517;2.2745542032;0.7167745147;0.6222000996;0.4396465903;3.5008680556;4.033;5.7076139258;2.5093330015
1999-01-13 01:00:00;0.8514986376;0.6032016349;1.3565224796;1.1744;0.7084;1.5931;1.6578204404;1.4116318464;2.2488706945;0.7371790848;0.6277069864;0.4446676292;3.5791042234;4.2033;5.93351214;2.6384407758
1999-01-14 01:00:00;0.8581481164;0.6060241998;1.3673732086;1.1653;0.7062;1.5934;1.6500991221;1.4160294534;2.2563013311;0.7313292331;0.6275888038;0.4432032133;3.547155239;4.1335;5.8531577457;2.5941383206
1999-01-15 01:00:00;0.8601410631;0.6054532943;1.3748494753;1.1626;0.7039;1.5984;1.6516550646;1.4206563432;2.270777099;0.7273523524;0.6256256256;0.4403778779;3.6125924652;4.2;5.9667566416;2.6276276276
1999-01-16 01:00:00;0.8601410631;0.6054532943;1.3748494753;1.1626;0.7039;1.5984;1.6516550646;1.4206563432;2.270777099;0.7273523524;0.6256256256;0.4403778779;3.6125924652;4.2;5.9667566416;2.6276276276
1999-01-17 01:00:00;0.8601410631;0.6054532943;1.3748494753;1.1626;0.7039;1.5984;1.6516550646;1.4206563432;2.270777099;0.7273523524;0.6256256256;0.4403778779;3.6125924652;4.2;5.9667566416;2.6276276276
1999-01-18 01:00:00;0.8611780916;0.6039441957;1.3782294178;1.1612;0.7013;1.6004;1.6557821189;1.4259232853;2.2820476258;0.7255686078;0.6248437891;0.4382029493;3.5021529452;4.0667;5.7988022244;2.5410522369
1999-01-19 01:00:00;0.8608815427;0.6026170799;1.3774965565;1.1616;0.7;1.6001;1.6594285714;1.4285714286;2.2858571429;0.7259546278;0.6249609399;0.437472658;3.5272899449;4.0973;5.8532857143;2.5606524592
1999-01-20 01:00:00;0.8639308855;0.6059611231;1.384362851;1.1575;0.7014;1.6024;1.6502708868;1.4257199886;2.2845737097;0.722353969;0.6240639041;0.4377184224;3.5288984881;4.0847;5.8236384374;2.5491138293
1999-01-21 01:00:00;0.8641548566;0.6068959558;1.3852402351;1.1572;0.7023;1.603;1.6477288908;1.4238929233;2.282500356;0.7218964442;0.6238303182;0.4381160324;3.5669720014;4.1277;5.8774028193;2.5749844042
1999-01-22 01:00:00;0.8645283998;0.605602144;1.3817757413;1.1567;0.7005;1.5983;1.6512491078;1.4275517488;2.28165596;0.7237064381;0.6256647688;0.4382781706;3.5953142561;4.1587;5.9367594575;2.6019520741
1999-01-23 01:00:00;0.8645283998;0.605602144;1.3817757413;1.1567;0.7005;1.5983;1.6512491078;1.4275517488;2.28165596;0.7237064381;0.6256647688;0.4382781706;3.5953142561;4.1587;5.9367594575;2.6019520741
1999-01-24 01:00:00;0.8645283998;0.605602144;1.3817757413;1.1567;0.7005;1.5983;1.6512491078;1.4275517488;2.28165596;0.7237064381;0.6256647688;0.4382781706;3.5953142561;4.1587;5.9367594575;2.6019520741
1999-01-25 01:00:00;0.8632596685;0.6033321823;1.3782803867;1.1584;0.6989;1.5966;1.6574617256;1.4308198598;2.2844469881;0.7255417763;0.6263309533;0.4377427032;3.5917645028;4.1607;5.9532121906;2.6059751973
1999-01-26 01:00:00;0.8634087377;0.6023139354;1.3833534795;1.1582;0.6976;1.6022;1.6602637615;1.4334862385;2.2967316514;0.7228810386;0.624141805;0.4354013232;3.6122431359;4.1837;5.9972763761;2.6112220697
1999-01-27 01:00:00;0.8673779166;0.6043889323;1.3949171654;1.1529;0.6968;1.6082;1.6545637199;1.4351320321;2.3079793341;0.7168884467;0.6218132073;0.4332794429;3.6072512794;4.1588;5.9684270953;2.5859967666
1999-01-28 01:00:00;0.8764241893;0.6071866784;1.4135845749;1.141;0.6928;1.6129;1.6469399538;1.4434180139;2.3280889145;0.7074214148;0.62000124;0.4295368591;3.6267309378;4.1381;5.9730080831;2.5656271313
1999-01-29 01:00:00;0.8784258609;0.6069922699;1.4162860155;1.1384;0.691;1.6123;1.6474674385;1.4471780029;2.3332850941;0.706072071;0.6202319668;0.428580289;3.655130007;4.161;6.02170767;2.5807852137
1999-01-30 01:00:00;0.8784258609;0.6069922699;1.4162860155;1.1384;0.691;1.6123;1.6474674385;1.4471780029;2.3332850941;0.706072071;0.6202319668;0.428580289;3.655130007;4.161;6.02170767;2.5807852137
1999-01-31 01:00:00;0.8784258609;0.6069922699;1.4162860155;1.1384;0.691;1.6123;1.6474674385;1.4471780029;2.3332850941;0.706072071;0.6202319668;0.428580289;3.655130007;4.161;6.02170767;2.5807852137
1999-02-01 01:00:00;0.8819897689;0.6089257365;1.4190333392;1.1338;0.6904;1.6089;1.6422363847;1.4484356895;2.3303881808;0.704705078;0.6215426689;0.4291130586;3.7361086611;4.236;6.1355735805;2.6328547455
1999-02-02 01:00:00;0.8820675664;0.6075681397;1.4114845197;1.1337;0.6888;1.6002;1.6459059233;1.4518002323;2.3231707317;0.7084739408;0.6249218848;0.4304461942;3.7307929787;4.2296;6.1405342625;2.6431696038
1999-02-03 01:00:00;0.8820675664;0.6108317897;1.4091029373;1.1337;0.6925;1.5975;1.6371119134;1.4440433213;2.3068592058;0.7096713615;0.6259780908;0.4334898279;3.7059186734;4.2014;6.0670036101;2.6299843505
1999-02-04 01:00:00;0.887862914;0.6120926929;1.4220900293;1.1263;0.6894;1.6017;1.6337394836;1.4505366986;2.3233246301;0.7031903602;0.6243366423;0.4304176812;3.6856965285;4.1512;6.0214679431;2.5917462696
1999-02-05 01:00:00;0.8855827134;0.6097236982;1.4179950407;1.1292;0.6885;1.6012;1.640087146;1.452432825;2.3256354394;0.7052210842;0.6245316013;0.4299900075;3.6975735034;4.1753;6.0643427741;2.6076067949
1999-02-06 01:00:00;0.8855827134;0.6097236982;1.4179950407;1.1292;0.6885;1.6012;1.640087146;1.452432825;2.3256354394;0.7052210842;0.6245316013;0.4299900075;3.6975735034;4.1753;6.0643427741;2.6076067949
1999-02-07 01:00:00;0.8855827134;0.6097236982;1.4179950407;1.1292;0.6885;1.6012;1.640087146;1.452432825;2.3256354394;0.7052210842;0.6245316013;0.4299900075;3.6975735034;4.1753;6.0643427741;2.6076067949
1999-02-08 01:00:00;0.8892050507;0.6124844389;1.4243286502;1.1246;0.6888;1.6018;1.6326945412;1.4518002323;2.3254936121;0.7020851542;0.6242976651;0.4300162317;3.7309265517;4.1958;6.0914634146;2.6194281433
1999-02-09 01:00:00;0.8823788935;0.6098120533;1.4117179917;1.1333;0.6911;1.5999;1.6398495153;1.4469686008;2.3150050644;0.7083567723;0.6250390649;0.4319644978;3.7554045707;4.256;6.1582983649;2.6601662604
1999-02-10 01:00:00;0.8816787163;0.6131193793;1.4074237348;1.1342;0.6954;1.5963;1.6310037389;1.4380212827;2.2955133736;0.710518073;0.6264486625;0.4356323999;3.7425498148;4.2448;6.1041127409;2.6591492827
1999-02-11 01:00:00;0.8840169731;0.6166018388;1.4114214993;1.1312;0.6975;1.5966;1.6217921147;1.4336917563;2.2890322581;0.7085055743;0.6263309533;0.4368658399;3.7588401697;4.252;6.0960573477;2.6631592133
1999-02-12 01:00:00;0.8893632159;0.6151725365;1.4222696549;1.1244;0.6917;1.5992;1.625560214;1.4457134596;2.3119849646;0.7031015508;0.6253126563;0.4325287644;3.7621842761;4.2302;6.1156570768;2.6451975988
1999-02-13 01:00:00;0.8893632159;0.6151725365;1.4222696549;1.1244;0.6917;1.5992;1.625560214;1.4457134596;2.3119849646;0.7031015508;0.6253126563;0.4325287644;3.7621842761;4.2302;6.1156570768;2.6451975988
1999-02-14 01:00:00;0.8893632159;0.6151725365;1.4222696549;1.1244;0.6917;1.5992;1.625560214;1.4457134596;2.3119849646;0.7031015508;0.6253126563;0.4325287644;3.7621842761;4.2302;6.1156570768;2.6451975988
1999-02-15 01:00:00;0.8898380495;0.6135433351;1.4192916889;1.1238;0.6895;1.595;1.6298767223;1.4503263234;2.3132704859;0.7045768025;0.6269592476;0.4322884013;3.7917778964;4.2612;6.1801305294;2.6715987461
1999-02-16 01:00:00;0.8947745168;0.6132784538;1.4294022906;1.1176;0.6854;1.5975;1.6305806828;1.4590020426;2.3307557631;0.6995931142;0.6259780908;0.4290453834;3.8248926271;4.2747;6.2367960315;2.6758685446
1999-02-17 01:00:00;0.888651915;0.6107704612;1.4194437039;1.1253;0.6873;1.5973;1.6372762986;1.4549687182;2.3240215335;0.704501346;0.6260564703;0.430288612;3.8025415445;4.279;6.2258111451;2.6788956364
1999-02-18 01:00:00;0.8903133903;0.6117343305;1.4228988604;1.1232;0.6871;1.5982;1.6346965507;1.4553922282;2.3260078591;0.7027906395;0.6257039169;0.4299211613;3.8141025641;4.284;6.2349003056;2.68051558
1999-02-19 01:00:00;0.8958165368;0.6125593478;1.4316939891;1.1163;0.6838;1.5982;1.6324948815;1.4624159111;2.3372331091;0.6984732824;0.6257039169;0.4278563384;3.8151930485;4.2589;6.2282831237;2.6648104117
1999-02-20 01:00:00;0.8958165368;0.6125593478;1.4316939891;1.1163;0.6838;1.5982;1.6324948815;1.4624159111;2.3372331091;0.6984732824;0.6257039169;0.4278563384;3.8151930485;4.2589;6.2282831237;2.6648104117
1999-02-21 01:00:00;0.8958165368;0.6125593478;1.4316939891;1.1163;0.6838;1.5982;1.6324948815;1.4624159111;2.3372331091;0.6984732824;0.6257039169;0.4278563384;3.8151930485;4.2589;6.2282831237;2.6648104117
1999-02-22 01:00:00;0.9097525473;0.6176310044;1.4543304221;1.0992;0.6789;1.5986;1.6190897039;1.4729709825;2.3546914126;0.6876016514;0.6255473539;0.4246840986;3.8762736536;4.2608;6.2760347621;2.6653321656
1999-02-23 01:00:00;0.9116601331;0.6195642265;1.4544625764;1.0969;0.6796;1.5954;1.6140376692;1.4714537964;2.3475573867;0.6875391751;0.6268020559;0.4259746772;3.8661682925;4.2408;6.2401412596;2.6581421587
1999-02-24 01:00:00;0.9060433089;0.6236296095;1.4442330343;1.1037;0.6883;1.594;1.6035159088;1.4528548598;2.3158506465;0.6924090339;0.6273525721;0.4318067754;3.8790432183;4.2813;6.2201075113;2.6858845671
1999-02-25 01:00:00;0.9065361255;0.6244220832;1.4418457076;1.1031;0.6888;1.5905;1.6014808362;1.4518002323;2.3090882695;0.6935554857;0.6287331028;0.4330713612;3.9027286737;4.3051;6.25014518;2.7067588809
1999-02-26 01:00:00;0.9076057361;0.6237974224;1.4421855146;1.1018;0.6873;1.589;1.6030845337;1.4549687182;2.3119452932;0.6933920705;0.6293266205;0.4325361863;3.9464512616;4.3482;6.3264949804;2.7364380113
1999-02-27 01:00:00;0.9076057361;0.6237974224;1.4421855146;1.1018;0.6873;1.589;1.6030845337;1.4549687182;2.3119452932;0.6933920705;0.6293266205;0.4325361863;3.9464512616;4.3482;6.3264949804;2.7364380113
1999-02-28 01:00:00;0.9076057361;0.6237974224;1.4421855146;1.1018;0.6873;1.589;1.6030845337;1.4549687182;2.3119452932;0.6933920705;0.6293266205;0.4325361863;3.9464512616;4.3482;6.3264949804;2.7364380113
1999-03-01 01:00:00;0.9102494083;0.621609321;1.4500273075;1.0986;0.6829;1.593;1.6087274857;1.4643432421;2.3326987846;0.6896421846;0.6277463905;0.42868801;3.9208083015;4.3074;6.3075120808;2.7039548023
1999-03-02 01:00:00;0.9185266832;0.6212914485;1.4615596583;1.0887;0.6764;1.5912;1.6095505618;1.478415139;2.3524541691;0.6842006033;0.6284565108;0.4250879839;3.9689537981;4.321;6.3882318155;2.7155605832
1999-03-03 01:00:00;0.9175153684;0.6168455822;1.4612349757;1.0899;0.6723;1.5926;1.6211512718;1.4874312063;2.3688829392;0.6843526309;0.6279040563;0.422139897;3.9792641527;4.337;6.4509891418;2.723219892
1999-03-04 01:00:00;0.920301859;0.6220320265;1.4617154427;1.0866;0.6759;1.5883;1.6076342654;1.4795088031;2.3499038319;0.6841276837;0.6296039791;0.4255493295;3.965856801;4.3093;6.3756472851;2.7131524271
1999-03-05 01:00:00;0.9230201218;0.6218386561;1.4687096179;1.0834;0.6737;1.5912;1.6081341844;1.4843402108;2.3618821434;0.6808697838;0.6284565108;0.4233911513;3.9219124977;4.249;6.3069615556;2.6703117144
1999-03-06 01:00:00;0.9230201218;0.6218386561;1.4687096179;1.0834;0.6737;1.5912;1.6081341844;1.4843402108;2.3618821434;0.6808697838;0.6284565108;0.4233911513;3.9219124977;4.249;6.3069615556;2.6703117144
1999-03-07 01:00:00;0.9230201218;0.6218386561;1.4687096179;1.0834;0.6737;1.5912;1.6081341844;1.4843402108;2.3618821434;0.6808697838;0.6284565108;0.4233911513;3.9219124977;4.249;6.3069615556;2.6703117144
1999-03-08 01:00:00;0.9167583425;0.6211954529;1.4606710671;1.0908;0.6776;1.5933;1.6097992916;1.4757969303;2.3513872491;0.684616833;0.6276281931;0.4252808636;3.9024569124;4.2568;6.2821723731;2.6716876922
1999-03-09 01:00:00;0.9205560158;0.6217435331;1.4665377888;1.0863;0.6754;1.5931;1.6083802191;1.4806040865;2.3587503702;0.6818780993;0.6277069864;0.4239532986;3.9309582988;4.2702;6.32247557;2.6804343732
1999-03-10 01:00:00;0.9129918744;0.6159043185;1.4620651876;1.0953;0.6746;1.6014;1.6236288171;1.482359917;2.3738511711;0.6839640315;0.6244536031;0.4212564006;3.9388295444;4.3142;6.3951971539;2.6940177345
1999-03-11 01:00:00;0.9181893306;0.6146359379;1.4665319989;1.0891;0.6694;1.5972;1.6269793845;1.493875112;2.386017329;0.6818807914;0.6260956674;0.4191084398;3.9528050684;4.305;6.4311323573;2.6953418482
1999-03-12 01:00:00;0.9147457007;0.6115989755;1.4613062569;1.0932;0.6686;1.5975;1.6350583308;1.4956625785;2.3893209692;0.6843192488;0.6259780908;0.4185289515;3.9329491401;4.2995;6.4306012564;2.6913928013
1999-03-13 01:00:00;0.9147457007;0.6115989755;1.4613062569;1.0932;0.6686;1.5975;1.6350583308;1.4956625785;2.3893209692;0.6843192488;0.6259780908;0.4185289515;3.9329491401;4.2995;6.4306012564;2.6913928013
1999-03-14 01:00:00;0.9147457007;0.6115989755;1.4613062569;1.0932;0.6686;1.5975;1.6350583308;1.4956625785;2.3893209692;0.6843192488;0.6259780908;0.4185289515;3.9329491401;4.2995;6.4306012564;2.6913928013
1999-03-15 01:00:00;0.9133254178;0.6154899991;1.462233994;1.0949;0.6739;1.601;1.6247217688;1.4838996884;2.3757234011;0.6838850718;0.624609619;0.4209244222;3.9367065485;4.3103;6.3960528268;2.6922548407
1999-03-16 01:00:00;0.9173470324;0.6148977158;1.4672965783;1.0901;0.6703;1.5995;1.6262867373;1.4918693122;2.3862449649;0.6815254767;0.6251953736;0.4190684589;3.9544078525;4.3107;6.4310010443;2.6950296968
1999-03-17 01:00:00;0.9119095386;0.6149917928;1.4578697793;1.0966;0.6744;1.5987;1.6260379597;1.4827995255;2.3705516014;0.68593232;0.6255082254;0.4218427472;3.9275943826;4.307;6.3864175563;2.6940639269
1999-03-18 01:00:00;0.9081002543;0.6138757719;1.4506901562;1.1012;0.676;1.5975;1.6289940828;1.4792899408;2.3631656805;0.6893270736;0.6259780908;0.4231611894;3.9139120959;4.31;6.375739645;2.6979655712
1999-03-19 01:00:00;0.9161704077;0.6145671095;1.4645900137;1.0915;0.6708;1.5986;1.6271615981;1.4907573047;2.3831246273;0.6827849368;0.6255473539;0.419617165;3.9053595969;4.2627;6.3546511628;2.6665207056
1999-03-20 01:00:00;0.9161704077;0.6145671095;1.4645900137;1.0915;0.6708;1.5986;1.6271615981;1.4907573047;2.3831246273;0.6827849368;0.6255473539;0.419617165;3.9053595969;4.2627;6.3546511628;2.6665207056
1999-03-21 01:00:00;0.9161704077;0.6145671095;1.4645900137;1.0915;0.6708;1.5986;1.6271615981;1.4907573047;2.3831246273;0.6827849368;0.6255473539;0.419617165;3.9053595969;4.2627;6.3546511628;2.6665207056
1999-03-22 01:00:00;0.9204712813;0.6145986745;1.4696244477;1.0864;0.6677;1.5966;1.6270780291;1.4976785982;2.3911936498;0.6804459476;0.6263309533;0.4182011775;3.9400773196;4.2805;6.4108132395;2.6810096455
1999-03-23 01:00:00;0.9177679883;0.6154552129;1.4633810573;1.0896;0.6706;1.5945;1.6248135998;1.4912019087;2.3777214435;0.6833490122;0.6271558482;0.4205707118;3.936123348;4.2888;6.3954667462;2.6897460019
1999-03-24 01:00:00;0.9150805271;0.6088030747;1.4557101025;1.0928;0.6653;1.5908;1.6425672629;1.5030813167;2.3911017586;0.6869499623;0.6286145336;0.4182172492;3.9825219619;4.3521;6.5415601984;2.7357933115
1999-03-25 01:00:00;0.9175995596;0.6118553863;1.4630207378;1.0898;0.6668;1.5944;1.6343731254;1.49970006;2.3911217756;0.6835173106;0.6271951831;0.4182137481;3.9608184988;4.3165;6.4734553089;2.707288008
1999-03-26 01:00:00;0.9246417013;0.6148867314;1.4761904762;1.0815;0.665;1.5965;1.6263157895;1.5037593985;2.4007518797;0.6774193548;0.6263701848;0.4165361729;3.9540453074;4.2763;6.4305263158;2.6785468212
1999-03-27 01:00:00;0.9246417013;0.6148867314;1.4761904762;1.0815;0.665;1.5965;1.6263157895;1.5037593985;2.4007518797;0.6774193548;0.6263701848;0.4165361729;3.9540453074;4.2763;6.4305263158;2.6785468212
1999-03-28 01:00:00;0.9246417013;0.6148867314;1.4761904762;1.0815;0.665;1.5965;1.6263157895;1.5037593985;2.4007518797;0.6774193548;0.6263701848;0.4165361729;3.9540453074;4.2763;6.4305263158;2.6785468212
1999-03-29 01:00:00;0.9352787131;0.6186868687;1.4911148522;1.0692;0.6615;1.5943;1.6163265306;1.5117157974;2.4101284958;0.670639152;0.627234523;0.414915637;3.9989711934;4.2757;6.4636432351;2.6818666499
1999-03-30 01:00:00;0.9336196434;0.6197367193;1.4896835029;1.0711;0.6638;1.5956;1.6135884303;1.5064778548;2.4037360651;0.6712835297;0.6267234896;0.4160190524;3.9753524414;4.258;6.4145827056;2.6685886187
1999-03-31 01:00:00;0.9309253398;0.6202755539;1.4877117855;1.0742;0.6663;1.5981;1.6121867027;1.500825454;2.398469158;0.6721732057;0.6257430699;0.4169326075;3.9980450568;4.2947;6.4455950773;2.6873787623
1999-04-01 01:00:00;0.9283327144;0.621054586;1.4813405124;1.0772;0.669;1.5957;1.6101644245;1.4947683109;2.3852017937;0.6750642351;0.6266842138;0.419251739;4.0271073153;4.338;6.4843049327;2.7185561196
1999-04-02 01:00:00;0.9283327144;0.6238395841;1.4828258448;1.0772;0.672;1.5973;1.6029761905;1.4880952381;2.3769345238;0.6743880298;0.6260564703;0.420709948;4.0382473078;4.35;6.4732142857;2.7233456458
1999-04-03 01:00:00;0.9283327144;0.6238395841;1.4828258448;1.0772;0.672;1.5973;1.6029761905;1.4880952381;2.3769345238;0.6743880298;0.6260564703;0.420709948;4.0382473078;4.35;6.4732142857;2.7233456458
1999-04-04 01:00:00;0.9283327144;0.6238395841;1.4828258448;1.0772;0.672;1.5973;1.6029761905;1.4880952381;2.3769345238;0.6743880298;0.6260564703;0.420709948;4.0382473078;4.35;6.4732142857;2.7233456458
1999-04-05 01:00:00;0.9300595238;0.6233258929;1.4851190476;1.0752;0.6702;1.5968;1.6042972247;1.4920919129;2.3825723665;0.6733466934;0.626252505;0.4197144289;4.0265066964;4.3293;6.4597135184;2.7112349699
1999-04-06 01:00:00;0.9323140034;0.6301510349;1.4870408354;1.0726;0.6759;1.595;1.5869211422;1.4795088031;2.3598165409;0.672476489;0.6269592476;0.4237617555;4.0222823047;4.3143;6.3830448291;2.7048902821
1999-04-07 01:00:00;0.9248982612;0.6263411025;1.4753977063;1.0812;0.6772;1.5952;1.5965741288;1.4766686356;2.3555818074;0.6777833501;0.6268806419;0.4245235707;3.9821494636;4.3055;6.3577968104;2.6990346038
1999-04-08 01:00:00;0.9243852838;0.6222037345;1.4751340359;1.0818;0.6731;1.5958;1.6071906106;1.4856633487;2.3708215718;0.6779044993;0.626644943;0.4217947111;3.9682011462;4.2928;6.3776556232;2.6900614112
1999-04-09 01:00:00;0.9278159213;0.6238634255;1.4815364632;1.0778;0.6724;1.5968;1.6029149316;1.4872099941;2.3747769185;0.6749749499;0.626252505;0.4210921844;3.9820003711;4.2918;6.3828078525;2.687750501
1999-04-10 01:00:00;0.9278159213;0.6238634255;1.4815364632;1.0778;0.6724;1.5968;1.6029149316;1.4872099941;2.3747769185;0.6749749499;0.626252505;0.4210921844;3.9820003711;4.2918;6.3828078525;2.687750501
1999-04-11 01:00:00;0.9278159213;0.6238634255;1.4815364632;1.0778;0.6724;1.5968;1.6029149316;1.4872099941;2.3747769185;0.6749749499;0.626252505;0.4210921844;3.9820003711;4.2918;6.3828078525;2.687750501
1999-04-12 01:00:00;0.9202171713;0.6186620042;1.4751081255;1.0867;0.6723;1.603;1.6163914919;1.4874312063;2.3843522237;0.6779164067;0.6238303182;0.4194011229;3.9641115303;4.3078;6.4075561505;2.6873362445
1999-04-13 01:00:00;0.9289363679;0.619693451;1.489270785;1.0765;0.6671;1.6032;1.6137010943;1.4990256333;2.4032378954;0.6714695609;0.623752495;0.4161052894;3.9965629354;4.3023;6.4492579823;2.6835703593
1999-04-14 01:00:00;0.9270418096;0.6180587745;1.4880875127;1.0787;0.6667;1.6052;1.6179691015;1.4999250037;2.407679616;0.6720034887;0.6229753302;0.4153376526;3.977472884;4.2905;6.4354282286;2.6728756541
1999-04-15 01:00:00;0.9271277582;0.619506768;1.4866493603;1.0786;0.6682;1.6035;1.6141873691;1.4965579168;2.3997306196;0.6726535703;0.6236357967;0.4167134394;3.9737622844;4.2861;6.4143968872;2.6729653882
1999-04-16 01:00:00;0.9373828271;0.6217660292;1.5023434571;1.0668;0.6633;1.6027;1.6083220262;1.5076134479;2.416252073;0.6656267549;0.6239470893;0.4138641043;4.0155605549;4.2838;6.4583144882;2.6728645411
1999-04-17 01:00:00;0.9373828271;0.6217660292;1.5023434571;1.0668;0.6633;1.6027;1.6083220262;1.5076134479;2.416252073;0.6656267549;0.6239470893;0.4138641043;4.0155605549;4.2838;6.4583144882;2.6728645411
1999-04-18 01:00:00;0.9373828271;0.6217660292;1.5023434571;1.0668;0.6633;1.6027;1.6083220262;1.5076134479;2.416252073;0.6656267549;0.6239470893;0.4138641043;4.0155605549;4.2838;6.4583144882;2.6728645411
1999-04-19 01:00:00;0.9402030839;0.619217751;1.5057352388;1.0636;0.6586;1.6015;1.6149407835;1.5183723049;2.4316732463;0.6641273806;0.6244146113;0.411239463;4.0106242948;4.2657;6.476920741;2.6635654074
1999-04-20 01:00:00;0.9393199324;0.6189179034;1.5066691715;1.0646;0.6589;1.604;1.615723175;1.5176809835;2.4343602975;0.6637157107;0.6234413965;0.4107855362;4.0085478114;4.2675;6.4767035969;2.6605361596
1999-04-21 01:00:00;0.9446438693;0.622803703;1.5114301908;1.0586;0.6593;1.6;1.6056423479;1.5167602002;2.4268163203;0.661625;0.625;0.4120625;4.0168146609;4.2522;6.4495677233;2.657625
1999-04-22 01:00:00;0.9450902561;0.6223419337;1.5130895;1.0581;0.6585;1.601;1.606833713;1.5186028853;2.4312832194;0.6608994379;0.624609619;0.4113054341;4.0299593611;4.2641;6.4754745634;2.6633978763
1999-04-23 01:00:00;0.9403799135;0.619052097;1.5067707354;1.0634;0.6583;1.6023;1.6153729303;1.5190642564;2.4339966581;0.663670973;0.6241028522;0.4108469076;4.0067707354;4.2608;6.4724289837;2.6591774324
1999-04-24 01:00:00;0.9403799135;0.619052097;1.5067707354;1.0634;0.6583;1.6023;1.6153729303;1.5190642564;2.4339966581;0.663670973;0.6241028522;0.4108469076;4.0067707354;4.2608;6.4724289837;2.6591774324
1999-04-25 01:00:00;0.9403799135;0.619052097;1.5067707354;1.0634;0.6583;1.6023;1.6153729303;1.5190642564;2.4339966581;0.663670973;0.6241028522;0.4108469076;4.0067707354;4.2608;6.4724289837;2.6591774324
1999-04-26 01:00:00;0.9421518749;0.6188995666;1.5099868099;1.0614;0.6569;1.6027;1.6157710458;1.5223017202;2.439792967;0.6622574406;0.6239470893;0.409870843;3.9925570002;4.2377;6.4510579997;2.6441005803
1999-04-27 01:00:00;0.9407337723;0.6196613358;1.5095954845;1.063;0.6587;1.6047;1.6137847275;1.5181417944;2.4361621375;0.6624291145;0.6231694398;0.41048171;3.9940733772;4.2457;6.4455746167;2.6457904904
1999-04-28 01:00:00;0.9375585974;0.6171948247;1.5083442715;1.0666;0.6583;1.6088;1.6202339359;1.5190642564;2.4438705757;0.6629786176;0.6215813028;0.4091869717;3.9866866679;4.2522;6.4593650311;2.6430880159
1999-04-29 01:00:00;0.9430403621;0.6208977744;1.51565447;1.0604;0.6584;1.6072;1.6105710814;1.5188335358;2.4410692588;0.6597809856;0.6222000996;0.4096565455;3.9840626179;4.2247;6.4166160389;2.6286087606
1999-04-30 01:00:00;0.9436633009;0.620081155;1.5205246768;1.0597;0.6571;1.6113;1.6126921321;1.5218383808;2.4521381829;0.6576677217;0.6206168932;0.4078073605;3.9523450033;4.1883;6.3739156902;2.5993297338
1999-05-01 01:00:00;0.9436633009;0.620081155;1.5205246768;1.0597;0.6571;1.6113;1.6126921321;1.5218383808;2.4521381829;0.6576677217;0.6206168932;0.4078073605;3.9523450033;4.1883;6.3739156902;2.5993297338
1999-05-02 01:00:00;0.9436633009;0.620081155;1.5205246768;1.0597;0.6571;1.6113;1.6126921321;1.5218383808;2.4521381829;0.6576677217;0.6206168932;0.4078073605;3.9523450033;4.1883;6.3739156902;2.5993297338
1999-05-03 01:00:00;0.9443762395;0.620549627;1.5214845594;1.0589;0.6571;1.6111;1.6114746614;1.5218383808;2.4518338152;0.6572528086;0.6206939358;0.4078579852;3.943998489;4.1763;6.3556536296;2.5922040842
